drug_id,drug_name,atc_code,atc_level1,atc_level1_name,atc_level2,atc_level3,atc_level4,atc_level5,level_name,primary_category
DB11640,Amifampridine,N07XX05,N,Nervous system,N07,N07X,N07XX,N07XX05,Other nervous system drugs,N
DB11641,Vinflunine,L01CA05,L,Antineoplastic and immunomodulating agents,L01,L01C,L01CA,L01CA05,Vinca alkaloids and analogues,L
DB11642,Pitolisant,N07XX11,N,Nervous system,N07,N07X,N07XX,N07XX11,Other nervous system drugs,N
DB11644,Tafamidis,N07XX08,N,Nervous system,N07,N07X,N07XX,N07XX08,Other nervous system drugs,N
DB11656,Rebamipide,A02BX14,A,Alimentary tract and metabolism,A02,A02B,A02BX,A02BX14,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A
DB11678,Treosulfan,L01AB02,L,Antineoplastic and immunomodulating agents,L01,L01A,L01AB,L01AB02,Alkyl sulfonates,L
DB11691,Naldemedine,A06AH05,A,Alimentary tract and metabolism,A06,A06A,A06AH,A06AH05,Peripheral opioid receptor antagonists,A
DB11693,Voclosporin,L04AD03,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AD,L04AD03,Calcineurin inhibitors,L
DB11696,Racecadotril,A07XA04,A,Alimentary tract and metabolism,A07,A07X,A07XA,A07XA04,Other antidiarrheals,A
DB11698,Ipragliflozin,A10BK05,A,Alimentary tract and metabolism,A10,A10B,A10BK,A10BK05,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,A
DB11699,Tropisetron,A04AA03,A,Alimentary tract and metabolism,A04,A04A,A04AA,A04AA03,Serotonin (5HT3) antagonists,A
DB11705,Iomeprol,V08AB10,V,Various,V08,V08A,V08AB,V08AB10,"Watersoluble, nephrotropic, low osmolar X-ray contrast media",V
DB11712,Tezacaftor,R07AX31,R,Respiratory system,R07,R07A,R07AX,R07AX31,Other respiratory system products,R
DB11714,Durvalumab,L01XC28,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XC,L01XC28,Monoclonal antibodies,L
DB11717,Epacadostat,L01XX58,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX58,Other antineoplastic agents,L
DB11718,Encorafenib,L01XE46,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XE,L01XE46,Protein kinase inhibitors,L
DB11730,Ribociclib,L01XE42,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XE,L01XE42,Protein kinase inhibitors,L
DB11735,Galactose,V08DA02,V,Various,V08,V08D,V08DA,V08DA02,Ultrasound contrast media,V
DB11735,Galactose,V04CE01,V,Various,V04,V04C,V04CE,V04CE01,Tests for liver functional capacity,V
DB11737,Icotinib,L01XE48,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XE,L01XE48,Protein kinase inhibitors,L
DB11738,Rilmenidine,C02AC06,C,Cardiovascular system,C02,C02A,C02AC,C02AC06,Imidazoline receptor agonists,C
DB11742,Ebastine,R06AX22,R,Respiratory system,R06,R06A,R06AX,R06AX22,Other antihistamines for systemic use,R
DB11748,Benfotiamine,A11DA03,A,Alimentary tract and metabolism,A11,A11D,A11DA,A11DA03,"Vitamin B1, plain",A
DB11750,Clobetasol,D07AD01,D,Dermatologicals,D07,D07A,D07AD,D07AD01,"Corticosteroids, very potent (group IV)",D
DB11750,Clobetasol,D07CD01,D,Dermatologicals,D07,D07C,D07CD,D07CD01,"Corticosteroids, very potent, combinations with antibiotics",D
DB11753,Rifamycin,S01AA16,S,Sensory organs,S01,S01A,S01AA,S01AA16,Antibiotics,S
DB11753,Rifamycin,S02AA12,S,Sensory organs,S02,S02A,S02AA,S02AA12,Antiinfectives,S
DB11753,Rifamycin,J04AB03,J,Antiinfectives for systemic use,J04,J04A,J04AB,J04AB03,Antibiotics,J
DB11760,Talazoparib,L01XX60,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX60,Other antineoplastic agents,L
DB11767,Sarilumab,L04AC14,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AC,L04AC14,Interleukin inhibitors,L
DB11770,Talinolol,C07AB13,C,Cardiovascular system,C07,C07A,C07AB,C07AB13,"Beta blocking agents, selective",C
DB11774,Pazufloxacin,J01MA18,J,Antiinfectives for systemic use,J01,J01M,J01MA,J01MA18,Fluoroquinolones,J
DB11776,Brodalumab,L04AC12,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AC,L04AC12,Interleukin inhibitors,L
DB11783,Imidapril,C09AA16,C,Cardiovascular system,C09,C09A,C09AA,C09AA16,"ACE inhibitors, plain",C
DB11793,Niraparib,L01XX54,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX54,Other antineoplastic agents,L
DB11797,Aceneuramic acid,M09AX05,M,Musculo-skeletal system,M09,M09A,M09AX,M09AX05,Other drugs for disorders of the musculo-skeletal system,M
DB11799,Bictegravir,J05AR20,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR20,"Antivirals for treatment of HIV infections, combinations",J
DB11800,Tivozanib,L01XE34,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XE,L01XE34,Protein kinase inhibitors,L
DB11803,Sirukumab,L04AC15,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AC,L04AC15,Interleukin inhibitors,L
DB11808,Faldaprevir,J05AP04,J,Antiinfectives for systemic use,J05,J05A,J05AP,J05AP04,Antivirals for treatment of HCV infections,J
DB11817,Baricitinib,L04AA37,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AA,L04AA37,Selective immunosuppressants,L
DB11820,Nifurtimox,P01CC01,P,Antiparasitic products,P01,P01C,P01CC,P01CC01,Nitrofuran derivatives,P
DB11823,Esketamine,N01AX14,N,Nervous system,N01,N01A,N01AX,N01AX14,Other general anesthetics,N
DB11827,Ertugliflozin,A10BD23,A,Alimentary tract and metabolism,A10,A10B,A10BD,A10BD23,Combinations of oral blood glucose lowering drugs,A
DB11827,Ertugliflozin,A10BK04,A,Alimentary tract and metabolism,A10,A10B,A10BK,A10BK04,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,A
DB11827,Ertugliflozin,A10BD24,A,Alimentary tract and metabolism,A10,A10B,A10BD,A10BD24,Combinations of oral blood glucose lowering drugs,A
DB11828,Neratinib,L01XE45,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XE,L01XE45,Protein kinase inhibitors,L
DB11834,Guselkumab,L04AC16,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AC,L04AC16,Interleukin inhibitors,L
DB11835,Indium In-111 pentetreotide,V09IB01,V,Various,V09,V09I,V09IB,V09IB01,Indium (111In) compounds,V
DB11842,Angiotensin II,C01CX09,C,Cardiovascular system,C01,C01C,C01CX,C01CX09,Other cardiac stimulants,C
DB11866,Romosozumab,M05BX06,M,Musculo-skeletal system,M05,M05B,M05BX,M05BX06,Other drugs affecting bone structure and mineralization,M
DB11876,Alanyl Glutamine,B05XB02,B,Blood and blood forming organs,B05,B05X,B05XB,B05XB02,Amino acids,B
DB11892,Prulifloxacin,J01MA17,J,Antiinfectives for systemic use,J01,J01M,J01MA,J01MA17,Fluoroquinolones,J
DB11901,Apalutamide,L02BB05,L,Antineoplastic and immunomodulating agents,L02,L02B,L02BB,L02BB05,Anti-androgens,L
DB11907,Rociletinib,L01XE37,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XE,L01XE37,Protein kinase inhibitors,L
DB11915,Valbenazine,N07XX13,N,Nervous system,N07,N07X,N07XX,N07XX13,Other nervous system drugs,N
DB11921,Deflazacort,H02AB13,H,Systemic hormonal preparations,H02,H02A,H02AB,H02AB13,Glucocorticoids,H
DB11935,Flomoxef,J01DC14,J,Antiinfectives for systemic use,J01,J01D,J01DC,J01DC14,Second-generation cephalosporins,J
DB11943,Delafloxacin,J01MA23,J,Antiinfectives for systemic use,J01,J01M,J01MA,J01MA23,Fluoroquinolones,J
DB11945,Avelumab,L01XC31,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XC,L01XC31,Monoclonal antibodies,L
DB11963,Dacomitinib,L01XE47,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XE,L01XE47,Protein kinase inhibitors,L
DB11967,Binimetinib,L01XE41,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XE,L01XE41,Protein kinase inhibitors,L
DB11988,Ocrelizumab,L04AA36,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AA,L04AA36,Selective immunosuppressants,L
DB11989,Benznidazole,P01CA02,P,Antiparasitic products,P01,P01C,P01CA,P01CA02,Nitroimidazole derivatives,P
DB11994,Diacerein,M01AX21,M,Musculo-skeletal system,M01,M01A,M01AX,M01AX21,"Other antiinflammatory and antirheumatic agents, non-steroids",M
DB11995,Avatrombopag,B02BX08,B,Blood and blood forming organs,B02,B02B,B02BX,B02BX08,Other systemic hemostatics,B
DB11996,Thymopentin,L03AX09,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AX,L03AX09,Other immunostimulants,L
DB11999,Vosaroxin,L01XX53,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX53,Other antineoplastic agents,L
DB12001,Abemaciclib,L01XE50,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XE,L01XE50,Protein kinase inhibitors,L
DB12010,Fostamatinib,B02BX09,B,Blood and blood forming organs,B02,B02B,B02BX,B02BX09,Other systemic hemostatics,B
DB12023,Benralizumab,R03DX10,R,Respiratory system,R03,R03D,R03DX,R03DX10,Other systemic drugs for obstructive airway diseases,R
DB12026,Voxilaprevir,J05AP56,J,Antiinfectives for systemic use,J05,J05A,J05AP,J05AP56,Antivirals for treatment of HCV infections,J
DB12035,Sarecycline,J01AA20,J,Antiinfectives for systemic use,J01,J01A,J01AA,J01AA20,Tetracyclines,J
DB12070,Letermovir,J05AX18,J,Antiinfectives for systemic use,J05,J05A,J05AX,J05AX18,Other antivirals,J
DB12079,Gefarnate,A02BX77,A,Alimentary tract and metabolism,A02,A02B,A02BX,A02BX77,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A
DB12079,Gefarnate,A02BX07,A,Alimentary tract and metabolism,A02,A02B,A02BX,A02BX07,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A
DB12081,Anecortave,S01LA02,S,Sensory organs,S01,S01L,S01LA,S01LA02,Antineovascularisation agents,S
DB12086,Oxitropium,R03BB02,R,Respiratory system,R03,R03B,R03BB,R03BB02,Anticholinergics,R
DB12107,Vaborbactam,J01DH52,J,Antiinfectives for systemic use,J01,J01D,J01DH,J01DH52,Carbapenems,J
DB12123,Cinepazide,C04AX27,C,Cardiovascular system,C04,C04A,C04AX,C04AX27,Other peripheral vasodilators,C
DB12127,Sultamicillin,J01CR50,J,Antiinfectives for systemic use,J01,J01C,J01CR,J01CR50,"Combinations of penicillins, incl. beta-lactamase inhibitors",J
DB12127,Sultamicillin,J01CR04,J,Antiinfectives for systemic use,J01,J01C,J01CR,J01CR04,"Combinations of penicillins, incl. beta-lactamase inhibitors",J
DB12130,Lorlatinib,L01XE44,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XE,L01XE44,Protein kinase inhibitors,L
DB12131,Vinpocetine,N06BX18,N,Nervous system,N06,N06B,N06BX,N06BX18,Other psychostimulants and nootropics,N
DB12153,Citicoline,N06BX06,N,Nervous system,N06,N06B,N06BX,N06BX06,Other psychostimulants and nootropics,N
DB12159,Dupilumab,D11AH05,D,Dermatologicals,D11,D11A,D11AH,D11AH05,"Agents for dermatitis, excluding corticosteroids",D
DB12160,Bucillamine,M01CC02,M,Musculo-skeletal system,M01,M01C,M01CC,M01CC02,Penicillamine and similar agents,M
DB12172,Nimorazole,P01AB06,P,Antiparasitic products,P01,P01A,P01AB,P01AB06,Nitroimidazole derivatives,P
DB12184,Gepirone,N06AX19,N,Nervous system,N06,N06A,N06AX,N06AX19,Other antidepressants,N
DB12190,Faropenem,J01DI03,J,Antiinfectives for systemic use,J01,J01D,J01DI,J01DI03,Other cephalosporins and penems,J
DB12212,Landiolol,C07AB14,C,Cardiovascular system,C07,C07A,C07AB,C07AB14,"Beta blocking agents, selective",C
DB12216,Bergapten,D05BA03,D,Dermatologicals,D05,D05B,D05BA,D05BA03,Psoralens for systemic use,D
DB12221,Canrenone,C03DA03,C,Cardiovascular system,C03,C03D,C03DA,C03DA03,Aldosterone antagonists,C
DB12243,Edaravone,N07XX14,N,Nervous system,N07,N07X,N07XX,N07XX14,Other nervous system drugs,N
DB12245,Triclabendazole,P02BX04,P,Antiparasitic products,P02,P02B,P02BX,P02BX04,Other antitrematodal agents,P
DB12248,Tulobuterol,R03CC11,R,Respiratory system,R03,R03C,R03CC,R03CC11,Selective beta-2-adrenoreceptor agonists,R
DB12248,Tulobuterol,R03AC11,R,Respiratory system,R03,R03A,R03AC,R03AC11,Selective beta-2-adrenoreceptor agonists,R
DB12251,Moxaverine,A03AD30,A,Alimentary tract and metabolism,A03,A03A,A03AD,A03AD30,Papaverine and derivatives,A
DB12265,Fexinidazole,P01CA03,P,Antiparasitic products,P01,P01C,P01CA,P01CA03,Nitroimidazole derivatives,P
DB12267,Brigatinib,L01XE43,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XE,L01XE43,Protein kinase inhibitors,L
DB12277,Polihexanide,D08AC05,D,Dermatologicals,D08,D08A,D08AC,D08AC05,Biguanides and amidines,D
DB12278,Propiverine,G04BD06,G,Genito-urinary system and sex hormones,G04,G04B,G04BD,G04BD06,Drugs for urinary frequency and incontinence,G
DB12293,Nefopam,N02BG06,N,Nervous system,N02,N02B,N02BG,N02BG06,Other analgesics and antipyretics,N
DB12301,Doravirine,J05AR24,J,Antiinfectives for systemic use,J05,J05A,J05AR,J05AR24,"Antivirals for treatment of HIV infections, combinations",J
DB12301,Doravirine,J05AG06,J,Antiinfectives for systemic use,J05,J05A,J05AG,J05AG06,Non-nucleoside reverse transcriptase inhibitors,J
DB12313,Dopexamine,C01CA14,C,Cardiovascular system,C01,C01C,C01CA,C01CA14,Adrenergic and dopaminergic agents,C
DB12319,Benzbromarone,M04AB03,M,Musculo-skeletal system,M04,M04A,M04AB,M04AB03,Preparations increasing uric acid excretion,M
DB12329,Eravacycline,J01AA13,J,Antiinfectives for systemic use,J01,J01A,J01AA,J01AA13,Tetracyclines,J
DB12329,Eravacycline,J01AA20,J,Antiinfectives for systemic use,J01,J01A,J01AA,J01AA20,Tetracyclines,J
DB12332,Rucaparib,L01XX55,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX55,Other antineoplastic agents,L
DB12338,Carisbamate,N03AX19,N,Nervous system,N03,N03A,N03AX,N03AX19,Other antiepileptics,N
DB12343,Temocillin,J01CR50,J,Antiinfectives for systemic use,J01,J01C,J01CR,J01CR50,"Combinations of penicillins, incl. beta-lactamase inhibitors",J
DB12343,Temocillin,J01CA17,J,Antiinfectives for systemic use,J01,J01C,J01CA,J01CA17,Penicillins with extended spectrum,J
DB12366,Vestronidase alfa,A16AB18,A,Alimentary tract and metabolism,A16,A16A,A16AB,A16AB18,Enzymes,A
DB12374,Velmanase alfa,A16AB15,A,Alimentary tract and metabolism,A16,A16A,A16AB,A16AB15,Enzymes,A
DB12399,Polmacoxib,M01AH07,M,Musculo-skeletal system,M01,M01A,M01AH,M01AH07,Coxibs,M
DB12401,Bromperidol,N05AD06,N,Nervous system,N05,N05A,N05AD,N05AD06,Butyrophenone derivatives,N
DB12407,Iobitridol,V08AB11,V,Various,V08,V08A,V08AB,V08AB11,"Watersoluble, nephrotropic, low osmolar X-ray contrast media",V
DB12412,Gemigliptin,A10BH06,A,Alimentary tract and metabolism,A10,A10B,A10BH,A10BH06,Dipeptidyl peptidase 4 (DPP-4) inhibitors,A
DB12412,Gemigliptin,A10BH52,A,Alimentary tract and metabolism,A10,A10B,A10BH,A10BH52,Dipeptidyl peptidase 4 (DPP-4) inhibitors,A
DB12412,Gemigliptin,A10BD18,A,Alimentary tract and metabolism,A10,A10B,A10BD,A10BD18,Combinations of oral blood glucose lowering drugs,A
DB12447,Nadifloxacin,D10AF05,D,Dermatologicals,D10,D10A,D10AF,D10AF05,Antiinfectives for treatment of acne,D
DB12455,Omadacycline,J01AA20,J,Antiinfectives for systemic use,J01,J01A,J01AA,J01AA20,Tetracyclines,J
DB12465,Ketanserin,C02KD01,C,Cardiovascular system,C02,C02K,C02KD,C02KD01,Serotonin antagonists,C
DB12472,Levodropropizine,R05DB27,R,Respiratory system,R05,R05D,R05DB,R05DB27,Other cough suppressants,R
DB12473,Taurolidine,B05CA05,B,Blood and blood forming organs,B05,B05C,B05CA,B05CA05,Antiinfectives,B
DB12474,Lynestrenol,G03AB02,G,Genito-urinary system and sex hormones,G03,G03A,G03AB,G03AB02,"Progestogens and estrogens, sequential preparations",G
DB12474,Lynestrenol,G03AA03,G,Genito-urinary system and sex hormones,G03,G03A,G03AA,G03AA03,"Progestogens and estrogens, fixed combinations",G
DB12474,Lynestrenol,G03DC03,G,Genito-urinary system and sex hormones,G03,G03D,G03DC,G03DC03,Estren derivatives,G
DB12474,Lynestrenol,G03FA07,G,Genito-urinary system and sex hormones,G03,G03F,G03FA,G03FA07,"Progestogens and estrogens, fixed combinations",G
DB12474,Lynestrenol,G03FB02,G,Genito-urinary system and sex hormones,G03,G03F,G03FB,G03FB02,"Progestogens and estrogens, sequential preparations",G
DB12474,Lynestrenol,G03AC02,G,Genito-urinary system and sex hormones,G03,G03A,G03AC,G03AC02,Progestogens,G
DB12478,Piribedil,N04BC08,N,Nervous system,N04,N04B,N04BC,N04BC08,Dopamine agonists,N
DB12483,Copanlisib,L01XX61,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX61,Other antineoplastic agents,L
DB12487,Promestriene,G03CA09,G,Genito-urinary system and sex hormones,G03,G03C,G03CA,G03CA09,"Natural and semisynthetic estrogens, plain",G
DB12492,Piritramide,N02AC03,N,Nervous system,N02,N02A,N02AC,N02AC03,Diphenylpropylamine derivatives,N
DB12498,Mogamulizumab,L01XC25,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XC,L01XC25,Monoclonal antibodies,L
DB12523,Mizolastine,R06AX25,R,Respiratory system,R06,R06A,R06AX,R06AX25,Other antihistamines for systemic use,R
DB12525,Molgramostim,L03AA03,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AA,L03AA03,Colony stimulating factors,L
DB12532,Oxetacaine,C05AD06,C,Cardiovascular system,C05,C05A,C05AD,C05AD06,Local anesthetics,C
DB12545,Indobufen,B01AC10,B,Blood and blood forming organs,B01,B01A,B01AC,B01AC10,Platelet aggregation inhibitors excl. heparin,B
DB12554,Mebeverine,A03AA04,A,Alimentary tract and metabolism,A03,A03A,A03AA,A03AA04,"Synthetic anticholinergics, esters with tertiary amino group",A
DB12604,Sisomicin,J01GB08,J,Antiinfectives for systemic use,J01,J01G,J01GB,J01GB08,Other aminoglycosides,J
DB12612,Ozanimod,L04AA38,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AA,L04AA38,Selective immunosuppressants,L
DB12624,Octenidine,G01AX66,G,Genito-urinary system and sex hormones,G01,G01A,G01AX,G01AX66,Other antiinfectives and antiseptics,G
DB12624,Octenidine,R02AA21,R,Respiratory system,R02,R02A,R02AA,R02AA21,Antiseptics,R
DB12624,Octenidine,D08AJ57,D,Dermatologicals,D08,D08A,D08AJ,D08AJ57,Quaternary ammonium compounds,D
DB12625,Evogliptin,A10BH07,A,Alimentary tract and metabolism,A10,A10B,A10BH,A10BH07,Dipeptidyl peptidase 4 (DPP-4) inhibitors,A
DB12625,Evogliptin,A10BD22,A,Alimentary tract and metabolism,A10,A10B,A10BD,A10BD22,Combinations of oral blood glucose lowering drugs,A
DB12656,Somatorelin,V04CD05,V,Various,V04,V04C,V04CD,V04CD05,Tests for pituitary function,V
DB12661,Urapidil,C02CA06,C,Cardiovascular system,C02,C02C,C02CA,C02CA06,Alpha-adrenoreceptor antagonists,C
DB12667,Protionamide,J04AD01,J,Antiinfectives for systemic use,J04,J04A,J04AD,J04AD01,Thiocarbamide derivatives,J
DB12692,Gusperimus,L04AA19,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AA,L04AA19,Selective immunosuppressants,L
DB12698,Ibalizumab,J05AX23,J,Antiinfectives for systemic use,J05,J05A,J05AX,J05AX23,Other antivirals,J
DB12699,Balugrastim,L03AA15,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AA,L03AA15,Colony stimulating factors,L
DB12708,Sulprostone,G02AD05,G,Genito-urinary system and sex hormones,G02,G02A,G02AD,G02AD05,Prostaglandins,G
DB12710,Perazine,N05AB10,N,Nervous system,N05,N05A,N05AB,N05AB10,Phenothiazines with piperazine structure,N
DB12766,Cicletanine,C03BX03,C,Cardiovascular system,C03,C03B,C03BX,C03BX03,Other low-ceiling diuretics,C
DB12768,BCG vaccine,L03AX03,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AX,L03AX03,Other immunostimulants,L
DB12770,Lafutidine,A02BA08,A,Alimentary tract and metabolism,A02,A02B,A02BA,A02BA08,H2-receptor antagonists,A
DB12787,Norethandrolone,A14AA09,A,Alimentary tract and metabolism,A14,A14A,A14AA,A14AA09,Androstan derivatives,A
DB12789,Dinoprost,G02AD01,G,Genito-urinary system and sex hormones,G02,G02A,G02AD,G02AD01,Prostaglandins,G
DB12808,Trifarotene,D10AD06,D,Dermatologicals,D10,D10A,D10AD,D10AD06,Retinoids for topical use in acne,D
DB12814,Cepeginterferon alfa-2B,L03AB14,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AB,L03AB14,Interferons,L
DB12829,Amithiozone,J04AM04,J,Antiinfectives for systemic use,J04,J04A,J04AM,J04AM04,Combinations of drugs for treatment of tuberculosis,J
DB12829,Amithiozone,J04AK07,J,Antiinfectives for systemic use,J04,J04A,J04AK,J04AK07,Other drugs for treatment of tuberculosis,J
DB12832,Prednimustine,L01AA08,L,Antineoplastic and immunomodulating agents,L01,L01A,L01AA,L01AA08,Nitrogen mustard analogues,L
DB12834,Secnidazole,P01AB07,P,Antiparasitic products,P01,P01A,P01AB,P01AB07,Nitroimidazole derivatives,P
DB12834,Secnidazole,J01RA07,J,Antiinfectives for systemic use,J01,J01R,J01RA,J01RA07,Combinations of antibacterials,J
DB12846,Reproterol,R03AK05,R,Respiratory system,R03,R03A,R03AK,R03AK05,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",R
DB12846,Reproterol,R03CC14,R,Respiratory system,R03,R03C,R03CC,R03CC14,Selective beta-2-adrenoreceptor agonists,R
DB12846,Reproterol,R03AC15,R,Respiratory system,R03,R03A,R03AC,R03AC15,Selective beta-2-adrenoreceptor agonists,R
DB12864,Melarsoprol,P01CD01,P,Antiparasitic products,P01,P01C,P01CD,P01CD01,Arsenic compounds,P
DB12865,Etelcalcetide,H05BX04,H,Systemic hormonal preparations,H05,H05B,H05BX,H05BX04,Other anti-parathyroid agents,H
DB12867,Benperidol,N05AD07,N,Nervous system,N05,N05A,N05AD,N05AD07,Butyrophenone derivatives,N
DB12877,Oxatomide,R06AE06,R,Respiratory system,R06,R06A,R06AE,R06AE06,Piperazine derivatives,R
DB12902,Trofosfamide,L01AA07,L,Antineoplastic and immunomodulating agents,L01,L01A,L01AA,L01AA07,Nitrogen mustard analogues,L
DB12923,Gallopamil,C08DA02,C,Cardiovascular system,C08,C08D,C08DA,C08DA02,Phenylalkylamine derivatives,C
DB12924,Ozenoxacin,D06AX14,D,Dermatologicals,D06,D06A,D06AX,D06AX14,Other antibiotics for topical use,D
DB12926,Cafedrine,C01CA21,C,Cardiovascular system,C01,C01C,C01CA,C01CA21,Adrenergic and dopaminergic agents,C
DB12927,Theodrenaline,C01CA23,C,Cardiovascular system,C01,C01C,C01CA,C01CA23,Adrenergic and dopaminergic agents,C
DB12930,Opipramol,N06AA05,N,Nervous system,N06,N06A,N06AA,N06AA05,Non-selective monoamine reuptake inhibitors,N
DB12942,Lactitol,A06AD12,A,Alimentary tract and metabolism,A06,A06A,A06AD,A06AD12,Osmotically acting laxatives,A
DB12944,Phloroglucinol,A03AX12,A,Alimentary tract and metabolism,A03,A03A,A03AX,A03AX12,Other drugs for functional gastrointestinal disorders,A
DB12945,Dihydralazine,C02LG01,C,Cardiovascular system,C02,C02L,C02LG,C02LG01,Hydrazinophthalazine derivatives and diuretics,C
DB12945,Dihydralazine,C02LG51,C,Cardiovascular system,C02,C02L,C02LG,C02LG51,Hydrazinophthalazine derivatives and diuretics,C
DB12945,Dihydralazine,C02DB01,C,Cardiovascular system,C02,C02D,C02DB,C02DB01,Hydrazinophthalazine derivatives,C
DB12951,Pivagabine,N06AX15,N,Nervous system,N06,N06A,N06AX,N06AX15,Other antidepressants,N
DB12954,Terizidone,J04AK03,J,Antiinfectives for systemic use,J04,J04A,J04AK,J04AK03,Other drugs for treatment of tuberculosis,J
DB12958,Prothipendyl,N05AX07,N,Nervous system,N05,N05A,N05AX,N05AX07,Other antipsychotics,N
DB12965,Silver,D08AL30,D,Dermatologicals,D08,D08A,D08AL,D08AL30,Silver compounds,D
DB12967,Mitoguazone,L01XX16,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX16,Other antineoplastic agents,L
DB12975,Pyronaridine,P01BF06,P,Antiparasitic products,P01,P01B,P01BF,P01BF06,"Artemisinin and derivatives, combinations",P
DB13003,Cortivazol,H02AB17,H,Systemic hormonal preparations,H02,H02A,H02AB,H02AB17,Glucocorticoids,H
DB13025,Tiapride,N05AL03,N,Nervous system,N05,N05A,N05AL,N05AL03,Benzamides,N
DB13026,Ornidazole,G01AF06,G,Genito-urinary system and sex hormones,G01,G01A,G01AF,G01AF06,Imidazole derivatives,G
DB13026,Ornidazole,J01RA09,J,Antiinfectives for systemic use,J01,J01R,J01RA,J01RA09,Combinations of antibacterials,J
DB13026,Ornidazole,J01XD03,J,Antiinfectives for systemic use,J01,J01X,J01XD,J01XD03,Imidazole derivatives,J
DB13026,Ornidazole,J01RA05,J,Antiinfectives for systemic use,J01,J01R,J01RA,J01RA05,Combinations of antibacterials,J
DB13026,Ornidazole,P01AB03,P,Antiparasitic products,P01,P01A,P01AB,P01AB03,Nitroimidazole derivatives,P
DB13026,Ornidazole,J01RA12,J,Antiinfectives for systemic use,J01,J01R,J01RA,J01RA12,Combinations of antibacterials,J
DB13028,Biapenem,J01DH05,J,Antiinfectives for systemic use,J01,J01D,J01DH,J01DH05,Carbapenems,J
DB13042,Fenoverine,A03AX05,A,Alimentary tract and metabolism,A03,A03A,A03AX,A03AX05,Other drugs for functional gastrointestinal disorders,A
DB13050,Tirilazad,N07XX01,N,Nervous system,N07,N07X,N07XX,N07XX01,Other nervous system drugs,N
DB13064,Tramazoline,R01AA09,R,Respiratory system,R01,R01A,R01AA,R01AA09,"Sympathomimetics, plain",R
DB13069,Nimustine,L01AD06,L,Antineoplastic and immunomodulating agents,L01,L01A,L01AD,L01AD06,Nitrosoureas,L
DB13071,Creatinolfosfate,C01EB05,C,Cardiovascular system,C01,C01E,C01EB,C01EB05,Other cardiac preparations,C
DB13074,Macimorelin,V04CD06,V,Various,V04,V04C,V04CD,V04CD06,Tests for pituitary function,V
DB13076,Yttrium Y-90,V10AA01,V,Various,V10,V10A,V10AA,V10AA01,Yttrium (90Y) compounds,V
DB13084,Pyritinol,N06BX02,N,Nervous system,N06,N06B,N06BX,N06BX02,Other psychostimulants and nootropics,N
DB13089,Enoxolone,D03AX10,D,Dermatologicals,D03,D03A,D03AX,D03AX10,Other cicatrizants,D
DB13091,Tiropramide,A03AC05,A,Alimentary tract and metabolism,A03,A03A,A03AC,A03AC05,"Synthetic antispasmodics, amides with tertiary amines",A
DB13092,Meclocycline,D10AF04,D,Dermatologicals,D10,D10A,D10AF,D10AF04,Antiinfectives for treatment of acne,D
