drug_id,drug_name,atc_code,atc_level1,atc_level1_name,atc_level2,atc_level3,atc_level4,atc_level5,level_name,primary_category
DB00001,Lepirudin,B01AE02,B,Blood and blood forming organs,B01,B01A,B01AE,B01AE02,Direct thrombin inhibitors,B
DB00002,Cetuximab,L01XC06,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XC,L01XC06,Monoclonal antibodies,L
DB00003,Dornase alfa,R05CB13,R,Respiratory system,R05,R05C,R05CB,R05CB13,Mucolytics,R
DB00004,Denileukin diftitox,L01XX29,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX29,Other antineoplastic agents,L
DB00005,Etanercept,L04AB01,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AB,L04AB01,Tumor necrosis factor alpha (TNF-α) inhibitors,L
DB00006,Bivalirudin,B01AE06,B,Blood and blood forming organs,B01,B01A,B01AE,B01AE06,Direct thrombin inhibitors,B
DB00007,Leuprolide,L02AE51,L,Antineoplastic and immunomodulating agents,L02,L02A,L02AE,L02AE51,Gonadotropin releasing hormone analogues,L
DB00007,Leuprolide,L02AE02,L,Antineoplastic and immunomodulating agents,L02,L02A,L02AE,L02AE02,Gonadotropin releasing hormone analogues,L
DB00008,Peginterferon alfa-2a,L03AB11,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AB,L03AB11,Interferons,L
DB00008,Peginterferon alfa-2a,L03AB61,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AB,L03AB61,Interferons,L
DB00009,Alteplase,B01AD02,B,Blood and blood forming organs,B01,B01A,B01AD,B01AD02,Enzymes,B
DB00009,Alteplase,S01XA13,S,Sensory organs,S01,S01X,S01XA,S01XA13,Other ophthalmologicals,S
DB00010,Sermorelin,V04CD03,V,Various,V04,V04C,V04CD,V04CD03,Tests for pituitary function,V
DB00010,Sermorelin,H01AC04,H,Systemic hormonal preparations,H01,H01A,H01AC,H01AC04,Somatropin and somatropin agonists,H
DB00011,Interferon alfa-n1,L03AB06,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AB,L03AB06,Interferons,L
DB00012,Darbepoetin alfa,B03XA02,B,Blood and blood forming organs,B03,B03X,B03XA,B03XA02,Other antianemic preparations,B
DB00013,Urokinase,B01AD04,B,Blood and blood forming organs,B01,B01A,B01AD,B01AD04,Enzymes,B
DB00014,Goserelin,L02AE03,L,Antineoplastic and immunomodulating agents,L02,L02A,L02AE,L02AE03,Gonadotropin releasing hormone analogues,L
DB00015,Reteplase,B01AD07,B,Blood and blood forming organs,B01,B01A,B01AD,B01AD07,Enzymes,B
DB00016,Erythropoietin,B03XA01,B,Blood and blood forming organs,B03,B03X,B03XA,B03XA01,Other antianemic preparations,B
DB00017,Salmon Calcitonin,H05BA01,H,Systemic hormonal preparations,H05,H05B,H05BA,H05BA01,Calcitonin preparations,H
DB00019,Pegfilgrastim,L03AA13,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AA,L03AA13,Colony stimulating factors,L
DB00020,Sargramostim,L03AA09,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AA,L03AA09,Colony stimulating factors,L
DB00022,Peginterferon alfa-2b,L03AB10,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AB,L03AB10,Interferons,L
DB00022,Peginterferon alfa-2b,L03AB60,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AB,L03AB60,Interferons,L
DB00023,Asparaginase Escherichia coli,L01XX02,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX02,Other antineoplastic agents,L
DB00024,Thyrotropin alfa,H01AB01,H,Systemic hormonal preparations,H01,H01A,H01AB,H01AB01,Thyrotropin,H
DB00025,"Antihemophilic factor, human recombinant",B02BD02,B,Blood and blood forming organs,B02,B02B,B02BD,B02BD02,Blood coagulation factors,B
DB00026,Anakinra,L04AC03,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AC,L04AC03,Interleukin inhibitors,L
DB00027,Gramicidin D,R02AB30,R,Respiratory system,R02,R02A,R02AB,R02AB30,Antibiotics,R
DB00029,Anistreplase,B01AD03,B,Blood and blood forming organs,B01,B01A,B01AD,B01AD03,Enzymes,B
DB00030,Insulin Human,A10AC01,A,Alimentary tract and metabolism,A10,A10A,A10AC,A10AC01,"Insulins and analogues for injection, intermediate-acting",A
DB00030,Insulin Human,A10AE01,A,Alimentary tract and metabolism,A10,A10A,A10AE,A10AE01,"Insulins and analogues for injection, long-acting",A
DB00030,Insulin Human,A10AB01,A,Alimentary tract and metabolism,A10,A10A,A10AB,A10AB01,"Insulins and analogues for injection, fast-acting",A
DB00030,Insulin Human,A10AD01,A,Alimentary tract and metabolism,A10,A10A,A10AD,A10AD01,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",A
DB00030,Insulin Human,A10AF01,A,Alimentary tract and metabolism,A10,A10A,A10AF,A10AF01,Insulins and analogues for inhalation,A
DB00031,Tenecteplase,B01AD11,B,Blood and blood forming organs,B01,B01A,B01AD,B01AD11,Enzymes,B
DB00032,Menotropins,G03GA02,G,Genito-urinary system and sex hormones,G03,G03G,G03GA,G03GA02,Gonadotropins,G
DB00034,"Interferon Alfa-2a, Recombinant",L03AB04,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AB,L03AB04,Interferons,L
DB00035,Desmopressin,H01BA02,H,Systemic hormonal preparations,H01,H01B,H01BA,H01BA02,Vasopressin and analogues,H
DB00036,Coagulation factor VIIa Recombinant Human,B02BD08,B,Blood and blood forming organs,B02,B02B,B02BD,B02BD08,Blood coagulation factors,B
DB00038,Oprelvekin,L03AC02,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AC,L03AC02,Interleukins,L
DB00039,Palifermin,V03AF08,V,Various,V03,V03A,V03AF,V03AF08,Detoxifying agents for antineoplastic treatment,V
DB00040,Glucagon,H04AA01,H,Systemic hormonal preparations,H04,H04A,H04AA,H04AA01,Glycogenolytic hormones,H
DB00041,Aldesleukin,L03AC01,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AC,L03AC01,Interleukins,L
DB00042,Botulinum Toxin Type B,M03AX01,M,Musculo-skeletal system,M03,M03A,M03AX,M03AX01,"Other muscle relaxants, peripherally acting agents",M
DB00043,Omalizumab,R03DX05,R,Respiratory system,R03,R03D,R03DX,R03DX05,Other systemic drugs for obstructive airway diseases,R
DB00044,Lutropin alfa,G03GA07,G,Genito-urinary system and sex hormones,G03,G03G,G03GA,G03GA07,Gonadotropins,G
DB00046,Insulin Lispro,A10AC04,A,Alimentary tract and metabolism,A10,A10A,A10AC,A10AC04,"Insulins and analogues for injection, intermediate-acting",A
DB00046,Insulin Lispro,A10AB04,A,Alimentary tract and metabolism,A10,A10A,A10AB,A10AB04,"Insulins and analogues for injection, fast-acting",A
DB00046,Insulin Lispro,A10AD04,A,Alimentary tract and metabolism,A10,A10A,A10AD,A10AD04,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",A
DB00047,Insulin glargine,A10AE54,A,Alimentary tract and metabolism,A10,A10A,A10AE,A10AE54,"Insulins and analogues for injection, long-acting",A
DB00047,Insulin glargine,A10AE04,A,Alimentary tract and metabolism,A10,A10A,A10AE,A10AE04,"Insulins and analogues for injection, long-acting",A
DB00048,Collagenase clostridium histolyticum,D03BA02,D,Dermatologicals,D03,D03B,D03BA,D03BA02,Proteolytic enzymes,D
DB00048,Collagenase clostridium histolyticum,M09AB02,M,Musculo-skeletal system,M09,M09A,M09AB,M09AB02,Enzymes,M
DB00048,Collagenase clostridium histolyticum,D03BA52,D,Dermatologicals,D03,D03B,D03BA,D03BA52,Proteolytic enzymes,D
DB00049,Rasburicase,V03AF07,V,Various,V03,V03A,V03AF,V03AF07,Detoxifying agents for antineoplastic treatment,V
DB00049,Rasburicase,M04AX01,M,Musculo-skeletal system,M04,M04A,M04AX,M04AX01,Other antigout preparations,M
DB00050,Cetrorelix,H01CC02,H,Systemic hormonal preparations,H01,H01C,H01CC,H01CC02,Anti-gonadotropin-releasing hormones,H
DB00051,Adalimumab,L04AB04,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AB,L04AB04,Tumor necrosis factor alpha (TNF-α) inhibitors,L
DB00052,Somatotropin,H01AC01,H,Systemic hormonal preparations,H01,H01A,H01AC,H01AC01,Somatropin and somatropin agonists,H
DB00053,Imiglucerase,A16AB02,A,Alimentary tract and metabolism,A16,A16A,A16AB,A16AB02,Enzymes,A
DB00054,Abciximab,B01AC13,B,Blood and blood forming organs,B01,B01A,B01AC,B01AC13,Platelet aggregation inhibitors excl. heparin,B
DB00055,Drotrecogin alfa,B01AD10,B,Blood and blood forming organs,B01,B01A,B01AD,B01AD10,Enzymes,B
DB00056,Gemtuzumab ozogamicin,L01XC05,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XC,L01XC05,Monoclonal antibodies,L
DB00057,Indium In-111 satumomab pendetide,V09IB02,V,Various,V09,V09I,V09IB,V09IB02,Indium (111In) compounds,V
DB00058,Alpha-1-proteinase inhibitor,B02AB02,B,Blood and blood forming organs,B02,B02A,B02AB,B02AB02,Proteinase inhibitors,B
DB00059,Pegaspargase,L01XX24,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX24,Other antineoplastic agents,L
DB00060,Interferon beta-1a,L03AB07,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AB,L03AB07,Interferons,L
DB00061,Pegademase,L03AX04,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AX,L03AX04,Other immunostimulants,L
DB00063,Eptifibatide,B01AC16,B,Blood and blood forming organs,B01,B01A,B01AC,B01AC16,Platelet aggregation inhibitors excl. heparin,B
DB00065,Infliximab,L04AB02,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AB,L04AB02,Tumor necrosis factor alpha (TNF-α) inhibitors,L
DB00066,Follitropin,G03GA10,G,Genito-urinary system and sex hormones,G03,G03G,G03GA,G03GA10,Gonadotropins,G
DB00066,Follitropin,G03GA06,G,Genito-urinary system and sex hormones,G03,G03G,G03GA,G03GA06,Gonadotropins,G
DB00066,Follitropin,G03GA05,G,Genito-urinary system and sex hormones,G03,G03G,G03GA,G03GA05,Gonadotropins,G
DB00068,Interferon beta-1b,L03AB08,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AB,L03AB08,Interferons,L
DB00069,Interferon alfacon-1,L03AB09,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AB,L03AB09,Interferons,L
DB00071,Insulin Pork,A10AC03,A,Alimentary tract and metabolism,A10,A10A,A10AC,A10AC03,"Insulins and analogues for injection, intermediate-acting",A
DB00071,Insulin Pork,A10AB03,A,Alimentary tract and metabolism,A10,A10A,A10AB,A10AB03,"Insulins and analogues for injection, fast-acting",A
DB00071,Insulin Pork,A10AE03,A,Alimentary tract and metabolism,A10,A10A,A10AE,A10AE03,"Insulins and analogues for injection, long-acting",A
DB00071,Insulin Pork,A10AD03,A,Alimentary tract and metabolism,A10,A10A,A10AD,A10AD03,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",A
DB00072,Trastuzumab,L01XC03,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XC,L01XC03,Monoclonal antibodies,L
DB00073,Rituximab,L01XC02,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XC,L01XC02,Monoclonal antibodies,L
DB00074,Basiliximab,L04AC02,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AC,L04AC02,Interleukin inhibitors,L
DB00075,Muromonab,L04AA02,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AA,L04AA02,Selective immunosuppressants,L
DB00076,Digoxin Immune Fab (Ovine),V03AB24,V,Various,V03,V03A,V03AB,V03AB24,Antidotes,V
DB00078,Ibritumomab tiuxetan,V10XX02,V,Various,V10,V10X,V10XX,V10XX02,Various therapeutic radiopharmaceuticals,V
DB00080,Daptomycin,J01XX09,J,Antiinfectives for systemic use,J01,J01X,J01XX,J01XX09,Other antibacterials,J
DB00081,Tositumomab,V10XA53,V,Various,V10,V10X,V10XA,V10XA53,Iodine (131I) compounds,V
DB00082,Pegvisomant,H01AX01,H,Systemic hormonal preparations,H01,H01A,H01AX,H01AX01,Other anterior pituitary lobe hormones and analogues,H
DB00083,Botulinum toxin type A,M03AX01,M,Musculo-skeletal system,M03,M03A,M03AX,M03AX01,"Other muscle relaxants, peripherally acting agents",M
DB00085,Pancrelipase,A09AA02,A,Alimentary tract and metabolism,A09,A09A,A09AA,A09AA02,Enzyme preparations,A
DB00086,Streptokinase,B01AD01,B,Blood and blood forming organs,B01,B01A,B01AD,B01AD01,Enzymes,B
DB00086,Streptokinase,B06AA55,B,Blood and blood forming organs,B06,B06A,B06AA,B06AA55,Enzymes,B
DB00087,Alemtuzumab,L04AA34,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AA,L04AA34,Selective immunosuppressants,L
DB00088,Alglucerase,A16AB01,A,Alimentary tract and metabolism,A16,A16A,A16AB,A16AB01,Enzymes,A
DB00089,Capromab pendetide,V09IB04,V,Various,V09,V09I,V09IB,V09IB04,Indium (111In) compounds,V
DB00090,Laronidase,A16AB05,A,Alimentary tract and metabolism,A16,A16A,A16AB,A16AB05,Enzymes,A
DB00091,Ciclosporin,L04AD01,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AD,L04AD01,Calcineurin inhibitors,L
DB00091,Ciclosporin,S01XA18,S,Sensory organs,S01,S01X,S01XA,S01XA18,Other ophthalmologicals,S
DB00092,Alefacept,L04AA15,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AA,L04AA15,Selective immunosuppressants,L
DB00094,Urofollitropin,G03GA04,G,Genito-urinary system and sex hormones,G03,G03G,G03GA,G03GA04,Gonadotropins,G
DB00095,Efalizumab,L04AA21,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AA,L04AA21,Selective immunosuppressants,L
DB00097,Choriogonadotropin alfa,G03GA08,G,Genito-urinary system and sex hormones,G03,G03G,G03GA,G03GA08,Gonadotropins,G
DB00098,Antithymocyte immunoglobulin (rabbit),L04AA04,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AA,L04AA04,Selective immunosuppressants,L
DB00099,Filgrastim,L03AA02,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AA,L03AA02,Colony stimulating factors,L
DB00102,Becaplermin,D03AX06,D,Dermatologicals,D03,D03A,D03AX,D03AX06,Other cicatrizants,D
DB00102,Becaplermin,A01AD08,A,Alimentary tract and metabolism,A01,A01A,A01AD,A01AD08,Other agents for local oral treatment,A
DB00103,Agalsidase beta,A16AB03,A,Alimentary tract and metabolism,A16,A16A,A16AB,A16AB03,Enzymes,A
DB00103,Agalsidase beta,A16AB04,A,Alimentary tract and metabolism,A16,A16A,A16AB,A16AB04,Enzymes,A
DB00104,Octreotide,H01CB02,H,Systemic hormonal preparations,H01,H01C,H01CB,H01CB02,Somatostatin and analogues,H
DB00105,Interferon alfa-2b,L03AB05,L,Antineoplastic and immunomodulating agents,L03,L03A,L03AB,L03AB05,Interferons,L
DB00106,Abarelix,L02BX01,L,Antineoplastic and immunomodulating agents,L02,L02B,L02BX,L02BX01,Other hormone antagonists and related agents,L
DB00107,Oxytocin,G02AC01,G,Genito-urinary system and sex hormones,G02,G02A,G02AC,G02AC01,"Ergot alkaloids and oxytocin incl. analogues, in combination",G
DB00107,Oxytocin,H01BB02,H,Systemic hormonal preparations,H01,H01B,H01BB,H01BB02,Oxytocin and analogues,H
DB00108,Natalizumab,L04AA23,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AA,L04AA23,Selective immunosuppressants,L
DB00109,Enfuvirtide,J05AX07,J,Antiinfectives for systemic use,J05,J05A,J05AX,J05AX07,Other antivirals,J
DB00110,Palivizumab,J06BB16,J,Antiinfectives for systemic use,J06,J06B,J06BB,J06BB16,Specific immunoglobulins,J
DB00111,Daclizumab,L04AC01,L,Antineoplastic and immunomodulating agents,L04,L04A,L04AC,L04AC01,Interleukin inhibitors,L
DB00112,Bevacizumab,L01XC07,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XC,L01XC07,Monoclonal antibodies,L
DB00113,Technetium Tc-99m arcitumomab,V09IA06,V,Various,V09,V09I,V09IA,V09IA06,Technetium (99mTc) compounds,V
DB00114,Pyridoxal phosphate,A11HA06,A,Alimentary tract and metabolism,A11,A11H,A11HA,A11HA06,Other plain vitamin preparations,A
DB00115,Cyanocobalamin,B03BA01,B,Blood and blood forming organs,B03,B03B,B03BA,B03BA01,Vitamin B12 (cyanocobalamin and analogues),B
DB00115,Cyanocobalamin,B03AE01,B,Blood and blood forming organs,B03,B03A,B03AE,B03AE01,Iron in other combinations,B
DB00115,Cyanocobalamin,B03BA51,B,Blood and blood forming organs,B03,B03B,B03BA,B03BA51,Vitamin B12 (cyanocobalamin and analogues),B
DB00118,Ademetionine,A16AA02,A,Alimentary tract and metabolism,A16,A16A,A16AA,A16AA02,Amino acids and derivatives,A
DB00121,Biotin,A11HA05,A,Alimentary tract and metabolism,A11,A11H,A11HA,A11HA05,Other plain vitamin preparations,A
DB00123,L-Lysine,B05XB03,B,Blood and blood forming organs,B05,B05X,B05XB,B05XB03,Amino acids,B
DB00125,L-Arginine,B05XB01,B,Blood and blood forming organs,B05,B05X,B05XB,B05XB01,Amino acids,B
DB00126,Ascorbic acid,G01AD03,G,Genito-urinary system and sex hormones,G01,G01A,G01AD,G01AD03,Organic acids,G
DB00126,Ascorbic acid,A11GA01,A,Alimentary tract and metabolism,A11,A11G,A11GA,A11GA01,"Ascorbic acid (vitamin C), plain",A
DB00126,Ascorbic acid,A11GB01,A,Alimentary tract and metabolism,A11,A11G,A11GB,A11GB01,"Ascorbic acid (vitamin C), combinations",A
DB00126,Ascorbic acid,S01XA15,S,Sensory organs,S01,S01X,S01XA,S01XA15,Other ophthalmologicals,S
DB00129,Ornithine,A05BA06,A,Alimentary tract and metabolism,A05,A05B,A05BA,A05BA06,Liver therapy,A
DB00130,L-Glutamine,A16AA03,A,Alimentary tract and metabolism,A16,A16A,A16AA,A16AA03,Amino acids and derivatives,A
DB00134,Methionine,V03AB26,V,Various,V03,V03A,V03AB,V03AB26,Antidotes,V
DB00136,Calcitriol,D05AX03,D,Dermatologicals,D05,D05A,D05AX,D05AX03,Other antipsoriatics for topical use,D
DB00136,Calcitriol,A11CC04,A,Alimentary tract and metabolism,A11,A11C,A11CC,A11CC04,Vitamin D and analogues,A
DB00140,Riboflavin,A11HA04,A,Alimentary tract and metabolism,A11,A11H,A11HA,A11HA04,Other plain vitamin preparations,A
DB00140,Riboflavin,S01XA26,S,Sensory organs,S01,S01X,S01XA,S01XA26,Other ophthalmologicals,S
DB00142,Glutamic Acid,A09AB01,A,Alimentary tract and metabolism,A09,A09A,A09AB,A09AB01,Acid preparations,A
DB00143,Glutathione,V03AB32,V,Various,V03,V03A,V03AB,V03AB32,Antidotes,V
DB00145,Glycine,B05CX03,B,Blood and blood forming organs,B05,B05C,B05CX,B05CX03,Other irrigating solutions,B
DB00146,Calcifediol,A11CC06,A,Alimentary tract and metabolism,A11,A11C,A11CC,A11CC06,Vitamin D and analogues,A
DB00150,L-Tryptophan,N06AX02,N,Nervous system,N06,N06A,N06AX,N06AX02,Other antidepressants,N
DB00152,Thiamine,A11DA01,A,Alimentary tract and metabolism,A11,A11D,A11DA,A11DA01,"Vitamin B1, plain",A
DB00153,Ergocalciferol,A11CC01,A,Alimentary tract and metabolism,A11,A11C,A11CC,A11CC01,Vitamin D and analogues,A
DB00158,Folic acid,B03AE02,B,Blood and blood forming organs,B03,B03A,B03AE,B03AE02,Iron in other combinations,B
DB00158,Folic acid,B03BB01,B,Blood and blood forming organs,B03,B03B,B03BB,B03BB01,Folic acid and derivatives,B
DB00158,Folic acid,B03AE01,B,Blood and blood forming organs,B03,B03A,B03AE,B03AE01,Iron in other combinations,B
DB00158,Folic acid,B03BB51,B,Blood and blood forming organs,B03,B03B,B03BB,B03BB51,Folic acid and derivatives,B
DB00162,Vitamin A,V04CB01,V,Various,V04,V04C,V04CB,V04CB01,Tests for fat absorption,V
DB00162,Vitamin A,S01XA02,S,Sensory organs,S01,S01X,S01XA,S01XA02,Other ophthalmologicals,S
DB00162,Vitamin A,D10AD02,D,Dermatologicals,D10,D10A,D10AD,D10AD02,Retinoids for topical use in acne,D
DB00162,Vitamin A,R01AX02,R,Respiratory system,R01,R01A,R01AX,R01AX02,Other nasal preparations,R
DB00162,Vitamin A,A11CA01,A,Alimentary tract and metabolism,A11,A11C,A11CA,A11CA01,"Vitamin A, plain",A
DB00165,Pyridoxine,J04AM08,J,Antiinfectives for systemic use,J04,J04A,J04AM,J04AM08,Combinations of drugs for treatment of tuberculosis,J
DB00165,Pyridoxine,A11HA02,A,Alimentary tract and metabolism,A11,A11H,A11HA,A11HA02,Other plain vitamin preparations,A
DB00166,Lipoic Acid,A16AX01,A,Alimentary tract and metabolism,A16,A16A,A16AX,A16AX01,Various alimentary tract and metabolism products,A
DB00169,Cholecalciferol,M05BB09,M,Musculo-skeletal system,M05,M05B,M05BB,M05BB09,"Bisphosphonates, combinations",M
DB00169,Cholecalciferol,M05BX53,M,Musculo-skeletal system,M05,M05B,M05BX,M05BX53,Other drugs affecting bone structure and mineralization,M
DB00169,Cholecalciferol,M05BB07,M,Musculo-skeletal system,M05,M05B,M05BB,M05BB07,"Bisphosphonates, combinations",M
DB00169,Cholecalciferol,M05BB08,M,Musculo-skeletal system,M05,M05B,M05BB,M05BB08,"Bisphosphonates, combinations",M
DB00169,Cholecalciferol,A11CC55,A,Alimentary tract and metabolism,A11,A11C,A11CC,A11CC55,Vitamin D and analogues,A
DB00169,Cholecalciferol,M05BB05,M,Musculo-skeletal system,M05,M05B,M05BB,M05BB05,"Bisphosphonates, combinations",M
DB00169,Cholecalciferol,A11CC05,A,Alimentary tract and metabolism,A11,A11C,A11CC,A11CC05,Vitamin D and analogues,A
DB00169,Cholecalciferol,M05BB03,M,Musculo-skeletal system,M05,M05B,M05BB,M05BB03,"Bisphosphonates, combinations",M
DB00169,Cholecalciferol,M05BB04,M,Musculo-skeletal system,M05,M05B,M05BB,M05BB04,"Bisphosphonates, combinations",M
DB00170,Menadione,B02BA02,B,Blood and blood forming organs,B02,B02B,B02BA,B02BA02,Vitamin K,B
DB00175,Pravastatin,C10AA03,C,Cardiovascular system,C10,C10A,C10AA,C10AA03,HMG CoA reductase inhibitors,C
DB00175,Pravastatin,C10BA03,C,Cardiovascular system,C10,C10B,C10BA,C10BA03,HMG CoA reductase inhibitors in combination with other lipid modifying agents,C
DB00175,Pravastatin,C10BX02,C,Cardiovascular system,C10,C10B,C10BX,C10BX02,"HMG CoA reductase inhibitors, other combinations",C
DB00176,Fluvoxamine,N06AB08,N,Nervous system,N06,N06A,N06AB,N06AB08,Selective serotonin reuptake inhibitors,N
DB00177,Valsartan,C09DX05,C,Cardiovascular system,C09,C09D,C09DX,C09DX05,"Angiotensin II receptor blockers (ARBs), other combinations",C
DB00177,Valsartan,C10BX10,C,Cardiovascular system,C10,C10B,C10BX,C10BX10,"HMG CoA reductase inhibitors, other combinations",C
DB00177,Valsartan,C09DA03,C,Cardiovascular system,C09,C09D,C09DA,C09DA03,Angiotensin II receptor blockers (ARBs) and diuretics,C
DB00177,Valsartan,C09CA03,C,Cardiovascular system,C09,C09C,C09CA,C09CA03,"Angiotensin II receptor blockers (ARBs), plain",C
DB00177,Valsartan,C09DX02,C,Cardiovascular system,C09,C09D,C09DX,C09DX02,"Angiotensin II receptor blockers (ARBs), other combinations",C
DB00177,Valsartan,C09DX01,C,Cardiovascular system,C09,C09D,C09DX,C09DX01,"Angiotensin II receptor blockers (ARBs), other combinations",C
DB00177,Valsartan,C09DB08,C,Cardiovascular system,C09,C09D,C09DB,C09DB08,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C
DB00177,Valsartan,C09DB01,C,Cardiovascular system,C09,C09D,C09DB,C09DB01,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C
DB00177,Valsartan,C09DX04,C,Cardiovascular system,C09,C09D,C09DX,C09DX04,"Angiotensin II receptor blockers (ARBs), other combinations",C
DB00178,Ramipril,C09BX03,C,Cardiovascular system,C09,C09B,C09BX,C09BX03,"ACE inhibitors, other combinations",C
DB00178,Ramipril,C10BX04,C,Cardiovascular system,C10,C10B,C10BX,C10BX04,"HMG CoA reductase inhibitors, other combinations",C
DB00178,Ramipril,C09BB07,C,Cardiovascular system,C09,C09B,C09BB,C09BB07,ACE inhibitors and calcium channel blockers,C
DB00178,Ramipril,C10BX06,C,Cardiovascular system,C10,C10B,C10BX,C10BX06,"HMG CoA reductase inhibitors, other combinations",C
DB00178,Ramipril,C09BB05,C,Cardiovascular system,C09,C09B,C09BB,C09BB05,ACE inhibitors and calcium channel blockers,C
DB00178,Ramipril,C09BA05,C,Cardiovascular system,C09,C09B,C09BA,C09BA05,ACE inhibitors and diuretics,C
DB00178,Ramipril,C09AA05,C,Cardiovascular system,C09,C09A,C09AA,C09AA05,"ACE inhibitors, plain",C
DB00179,Masoprocol,L01XX10,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX10,Other antineoplastic agents,L
DB00180,Flunisolide,R01AD04,R,Respiratory system,R01,R01A,R01AD,R01AD04,Corticosteroids,R
DB00180,Flunisolide,R03BA03,R,Respiratory system,R03,R03B,R03BA,R03BA03,Glucocorticoids,R
DB00181,Baclofen,M03BX01,M,Musculo-skeletal system,M03,M03B,M03BX,M03BX01,Other centrally acting agents,M
DB00182,Amphetamine,N06BA01,N,Nervous system,N06,N06B,N06BA,N06BA01,Centrally acting sympathomimetics,N
DB00183,Pentagastrin,V04CG04,V,Various,V04,V04C,V04CG,V04CG04,Tests for gastric secretion,V
DB00184,Nicotine,N07BA01,N,Nervous system,N07,N07B,N07BA,N07BA01,Drugs used in nicotine dependence,N
DB00185,Cevimeline,N07AX03,N,Nervous system,N07,N07A,N07AX,N07AX03,Other parasympathomimetics,N
DB00186,Lorazepam,N05BA56,N,Nervous system,N05,N05B,N05BA,N05BA56,Benzodiazepine derivatives,N
DB00186,Lorazepam,N05BA06,N,Nervous system,N05,N05B,N05BA,N05BA06,Benzodiazepine derivatives,N
DB00187,Esmolol,C07AB09,C,Cardiovascular system,C07,C07A,C07AB,C07AB09,"Beta blocking agents, selective",C
DB00188,Bortezomib,L01XX32,L,Antineoplastic and immunomodulating agents,L01,L01X,L01XX,L01XX32,Other antineoplastic agents,L
DB00189,Ethchlorvynol,N05CM08,N,Nervous system,N05,N05C,N05CM,N05CM08,Other hypnotics and sedatives,N
DB00191,Phentermine,A08AA01,A,Alimentary tract and metabolism,A08,A08A,A08AA,A08AA01,Centrally acting antiobesity products,A
DB00193,Tramadol,N02AJ13,N,Nervous system,N02,N02A,N02AJ,N02AJ13,Opioids in combination with non-opioid analgesics,N
DB00193,Tramadol,N02AJ14,N,Nervous system,N02,N02A,N02AJ,N02AJ14,Opioids in combination with non-opioid analgesics,N
DB00193,Tramadol,N02AX02,N,Nervous system,N02,N02A,N02AX,N02AX02,Other opioids,N
DB00194,Vidarabine,J05AB03,J,Antiinfectives for systemic use,J05,J05A,J05AB,J05AB03,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,J
DB00194,Vidarabine,S01AD06,S,Sensory organs,S01,S01A,S01AD,S01AD06,Antivirals,S
DB00195,Betaxolol,S01ED02,S,Sensory organs,S01,S01E,S01ED,S01ED02,Beta blocking agents,S
DB00195,Betaxolol,C07AB05,C,Cardiovascular system,C07,C07A,C07AB,C07AB05,"Beta blocking agents, selective",C
DB00195,Betaxolol,S01ED52,S,Sensory organs,S01,S01E,S01ED,S01ED52,Beta blocking agents,S
DB00196,Fluconazole,J01RA07,J,Antiinfectives for systemic use,J01,J01R,J01RA,J01RA07,Combinations of antibacterials,J
