signature_name,drug_name,cid,direction,num_genes
Abt-737_CF-48-QD87_batchid1_0.01uM_24h down,Abt-737,11228183,down,6
Krn-633_HB-49-VZ71_batchid1_0.01uM_24h up,Krn-633,9549295,up,88
Krn-633_HB-49-VZ71_batchid1_0.01uM_24h down,Krn-633,9549295,down,20
69431579_MD-49-BL92_batchid1_0.01uM_24h up,69431579,69431579,up,129
69431579_MD-49-BL92_batchid1_0.01uM_24h down,69431579,69431579,down,30
GPR41 agonist-1_GD-27-UE16_batchid1_0.01uM_24h up,GPR41 agonist-1,3142532,up,48
Omacetaxine Mepesuccinate_EA-18-FP00_batchid1_10uM_24h up,Omacetaxine Mepesuccinate,285033,up,576
Omacetaxine Mepesuccinate_EA-18-FP00_batchid1_10uM_24h down,Omacetaxine Mepesuccinate,285033,down,624
PD 128042_DA-11-GV88_batchid1_0.01uM_24h up,PD 128042,122327,up,43
PD 128042_DA-11-GV88_batchid1_0.01uM_24h down,PD 128042,122327,down,12
Icilin_AD-86-OB47_batchid1_0.01uM_24h down,Icilin,161930,down,6
Edaravone_BF-41-MV83_batchid1_0.01uM_24h up,Edaravone,4021,up,39
Edaravone_BF-41-MV83_batchid1_0.01uM_24h down,Edaravone,4021,down,10
57725443_AE-57-PS55_batchid1_0.01uM_24h up,57725443,57725443,up,11
57725443_AE-57-PS55_batchid1_0.01uM_24h down,57725443,57725443,down,5
Xanomeline_CC-58-DF11_batchid1_0.01uM_24h up,Xanomeline,60809,up,10
Triclosan_BD-68-ZT55_batchid1_0.01uM_24h up,Triclosan,5564,up,61
Triclosan_BD-68-ZT55_batchid1_0.01uM_24h down,Triclosan,5564,down,104
9956222_GE-40-GQ38_batchid1_0.01uM_24h up,9956222,9956222,up,238
9956222_GE-40-GQ38_batchid1_0.01uM_24h down,9956222,9956222,down,135
PD-118057_FA-92-JL46_batchid1_0.01uM_24h up,PD-118057,9864959,up,513
PD-118057_FA-92-JL46_batchid1_0.01uM_24h down,PD-118057,9864959,down,849
"N,N,N-trimethylglycinium_AC-00-KV26_batchid1_0.01uM_24h up","N,N,N-trimethylglycinium",248,up,5
10210160_BC-22-RZ85_batchid1_0.01uM_24h up,10210160,10210160,up,5
10210160_BC-22-RZ85_batchid1_0.01uM_24h down,10210160,10210160,down,18
11664426_PD-94-WO47_batchid1_0.01uM_24h up,11664426,11664426,up,241
11664426_PD-94-WO47_batchid1_0.01uM_24h down,11664426,11664426,down,62
CID 67042933_DB-21-FY75_batchid1_0.01uM_24h up,CID 67042933,67042933,up,104
CID 67042933_DB-21-FY75_batchid1_0.01uM_24h down,CID 67042933,67042933,down,34
Obeticholic Acid_FD-88-CF51_batchid1_0.01uM_24h up,Obeticholic Acid,447715,up,372
Obeticholic Acid_FD-88-CF51_batchid1_0.01uM_24h down,Obeticholic Acid,447715,down,138
CID 11957585_OB-20-LP90_batchid1_0.01uM_24h up,CID 11957585,11957585,up,37
CID 11957585_OB-20-LP90_batchid1_0.01uM_24h down,CID 11957585,11957585,down,26
Pevonedistat_AE-13-CX28_batchid1_0.01uM_24h up,Pevonedistat,16720766,up,20
Pevonedistat_AE-13-CX28_batchid1_0.01uM_24h down,Pevonedistat,16720766,down,24
_BD-11-DV28_batchid1_10uM_24h up,,,up,2000
_BD-11-DV28_batchid1_10uM_24h down,,,down,2000
3-Bromopyruvic acid_BE-85-CH49_batchid1_0.01uM_24h up,3-Bromopyruvic acid,70684,up,100
3-Bromopyruvic acid_BE-85-CH49_batchid1_0.01uM_24h down,3-Bromopyruvic acid,70684,down,140
Dicumarol_DA-19-AJ18_batchid1_0.01uM_24h up,Dicumarol,54676038,up,11
Dicumarol_DA-19-AJ18_batchid1_0.01uM_24h down,Dicumarol,54676038,down,92
46234887_DB-41-SH04_batchid1_0.01uM_24h up,46234887,46234887,up,22
46234887_DB-41-SH04_batchid1_0.01uM_24h down,46234887,46234887,down,8
VE-821_OD-77-AG95_batchid1_0.01uM_24h up,VE-821,51000408,up,18
VE-821_OD-77-AG95_batchid1_0.01uM_24h down,VE-821,51000408,down,5
67273817_BE-45-VH04_batchid1_0.01uM_24h up,67273817,67273817,up,154
67273817_BE-45-VH04_batchid1_0.01uM_24h down,67273817,67273817,down,60
Spautin-1_CC-90-NK44_batchid1_0.01uM_24h up,Spautin-1,51037431,up,19
Spautin-1_CC-90-NK44_batchid1_0.01uM_24h down,Spautin-1,51037431,down,6
Duvelisib_CB-99-NG16_batchid1_0.01uM_24h up,Duvelisib,50905713,up,59
Duvelisib_CB-99-NG16_batchid1_0.01uM_24h down,Duvelisib,50905713,down,20
Didemnin B_FB-66-UU47_batchid1_0.01uM_24h up,Didemnin B,122651,up,1455
Didemnin B_FB-66-UU47_batchid1_0.01uM_24h down,Didemnin B,122651,down,1407
ATX inhibitor 7_AE-32-NZ70_batchid1_0.01uM_24h up,ATX inhibitor 7,117822197,up,31
ATX inhibitor 7_AE-32-NZ70_batchid1_0.01uM_24h down,ATX inhibitor 7,117822197,down,11
Lomeguatrib_NC-94-LE33_batchid1_0.01uM_24h up,Lomeguatrib,3025944,up,13
CaV1.3 antagonist-1_PC-74-OR34_batchid1_0.01uM_24h up,CaV1.3 antagonist-1,57520395,up,141
CaV1.3 antagonist-1_PC-74-OR34_batchid1_0.01uM_24h down,CaV1.3 antagonist-1,57520395,down,75
Gsk2801_DE-28-XP50_batchid1_0.01uM_24h up,Gsk2801,73010930,up,164
Gsk2801_DE-28-XP50_batchid1_0.01uM_24h down,Gsk2801,73010930,down,169
70697712_ID-26-HX79_batchid1_0.01uM_24h up,70697712,70697712,up,255
70697712_ID-26-HX79_batchid1_0.01uM_24h down,70697712,70697712,down,120
Sgc-cbp30_ED-33-YZ72_batchid1_0.01uM_24h up,Sgc-cbp30,72201027,up,343
Sgc-cbp30_ED-33-YZ72_batchid1_0.01uM_24h down,Sgc-cbp30,72201027,down,242
Nannocystin A_AD-16-HL96_batchid1_0.01uM_24h up,Nannocystin A,132087316,up,158
Nannocystin A_AD-16-HL96_batchid1_0.01uM_24h down,Nannocystin A,132087316,down,200
PH 797804_GB-90-VQ08_batchid1_0.01uM_24h up,PH 797804,22049997,up,23
PH 797804_GB-90-VQ08_batchid1_0.01uM_24h down,PH 797804,22049997,down,6
Gsk 932121_KF-73-PY04_batchid1_0.01uM_24h up,Gsk 932121,23651142,up,84
Gsk 932121_KF-73-PY04_batchid1_0.01uM_24h down,Gsk 932121,23651142,down,42
_BF-63-DQ96_batchid1_0.01uM_24h up,,,up,14
_BF-63-DQ96_batchid1_0.01uM_24h down,,,down,11
SB-435495_AE-85-LR48_batchid1_0.01uM_24h up,SB-435495,10417440,up,183
SB-435495_AE-85-LR48_batchid1_0.01uM_24h down,SB-435495,10417440,down,72
Pfi-3_AA-56-AB37_batchid1_0.01uM_24h up,Pfi-3,78243717,up,36
Pfi-3_AA-56-AB37_batchid1_0.01uM_24h down,Pfi-3,78243717,down,23
Rgfp966_OB-65-AI50_batchid1_0.01uM_24h up,Rgfp966,56650312,up,9
Rgfp966_OB-65-AI50_batchid1_0.01uM_24h down,Rgfp966,56650312,down,7
Batefenterol_GB-92-JY12_batchid1_0.01uM_24h up,Batefenterol,10372836,up,46
Batefenterol_GB-92-JY12_batchid1_0.01uM_24h down,Batefenterol,10372836,down,25
Oicr-9429_NA-30-EF36_batchid1_0.01uM_24h up,Oicr-9429,91623360,up,43
Oicr-9429_NA-30-EF36_batchid1_0.01uM_24h down,Oicr-9429,91623360,down,5
132256889_AB-84-PK04_batchid1_0.01uM_24h up,132256889,132256889,up,497
132256889_AB-84-PK04_batchid1_0.01uM_24h down,132256889,132256889,down,1389
Blu-9931_HF-79-EC41_batchid1_0.01uM_24h up,Blu-9931,72710839,up,143
Blu-9931_HF-79-EC41_batchid1_0.01uM_24h down,Blu-9931,72710839,down,41
53346432_KA-27-KH73_batchid1_0.01uM_24h up,53346432,53346432,up,5
"US9592235, Example 314_IC-27-TE11_batchid1_0.01uM_24h up","US9592235, Example 314",90016622,up,70
"US9592235, Example 314_IC-27-TE11_batchid1_0.01uM_24h down","US9592235, Example 314",90016622,down,32
Nitisinone_YF-64-PQ11_batchid1_0.01uM_24h up,Nitisinone,115355,up,272
Nitisinone_YF-64-PQ11_batchid1_0.01uM_24h down,Nitisinone,115355,down,109
3-((4-(Trifluoromethyl)Phenyl)Amino)Benzoic Acid_IE-34-IW27_batchid1_0.01uM_24h up,3-((4-(Trifluoromethyl)Phenyl)Amino)Benzoic Acid,51346826,up,152
3-((4-(Trifluoromethyl)Phenyl)Amino)Benzoic Acid_IE-34-IW27_batchid1_0.01uM_24h down,3-((4-(Trifluoromethyl)Phenyl)Amino)Benzoic Acid,51346826,down,58
72736581_KC-45-DZ26_batchid1_0.01uM_24h up,72736581,72736581,up,88
72736581_KC-45-DZ26_batchid1_0.01uM_24h down,72736581,72736581,down,33
71682479_KE-74-OZ09_batchid1_0.01uM_24h up,71682479,71682479,up,57
71682479_KE-74-OZ09_batchid1_0.01uM_24h down,71682479,71682479,down,15
146680914_GD-70-NJ06_batchid1_0.01uM_24h up,146680914,146680914,up,9
146680914_GD-70-NJ06_batchid1_0.01uM_24h down,146680914,146680914,down,12
49787174_SE-15-AV21_batchid1_10uM_24h up,49787174,49787174,up,1106
49787174_SE-15-AV21_batchid1_10uM_24h down,49787174,49787174,down,1006
Deoxypodophyllotoxin_AB-71-CI37_batchid1_0.01uM_24h up,Deoxypodophyllotoxin,345501,up,441
Deoxypodophyllotoxin_AB-71-CI37_batchid1_0.01uM_24h down,Deoxypodophyllotoxin,345501,down,902
Gsk484_GF-16-RR50_batchid1_0.01uM_24h up,Gsk484,86340175,up,25
73389731_SD-82-GT69_batchid1_0.01uM_24h up,73389731,73389731,up,85
73389731_SD-82-GT69_batchid1_0.01uM_24h down,73389731,73389731,down,32
PT2385_CE-04-PX35_batchid1_0.01uM_24h down,PT2385,91754484,down,5
Mcc950_CC-91-RO81_batchid1_0.01uM_24h up,Mcc950,9910393,up,245
Mcc950_CC-91-RO81_batchid1_0.01uM_24h down,Mcc950,9910393,down,98
Enasidenib_IA-75-LQ65_batchid1_0.01uM_24h up,Enasidenib,89683805,up,8
124220043_BD-84-ZR31_batchid1_0.01uM_24h up,124220043,124220043,up,127
124220043_BD-84-ZR31_batchid1_0.01uM_24h down,124220043,124220043,down,52
90656115_IB-90-MD82_batchid1_0.01uM_24h down,90656115,90656115,down,11
Crisaborole_ME-47-CY39_batchid1_0.01uM_24h up,Crisaborole,44591583,up,98
Crisaborole_ME-47-CY39_batchid1_0.01uM_24h down,Crisaborole,44591583,down,52
Atglistatin_TE-16-VT54_batchid1_0.01uM_24h up,Atglistatin,71699712,up,29
Atglistatin_TE-16-VT54_batchid1_0.01uM_24h down,Atglistatin,71699712,down,23
ML SA1_BF-76-AO03_batchid1_0.01uM_24h up,ML SA1,2880983,up,73
ML SA1_BF-76-AO03_batchid1_0.01uM_24h down,ML SA1,2880983,down,19
CU-Cpt22_TA-82-BQ12_batchid1_0.01uM_24h up,CU-Cpt22,71503400,up,29
CU-Cpt22_TA-82-BQ12_batchid1_0.01uM_24h down,CU-Cpt22,71503400,down,32
91936970_BD-66-QO48_batchid1_0.01uM_24h up,91936970,91936970,up,12
Thal-sns-032_DB-11-SS01_batchid1_0.01uM_24h up,Thal-sns-032,131801483,up,118
Thal-sns-032_DB-11-SS01_batchid1_0.01uM_24h down,Thal-sns-032,131801483,down,84
9998837_BE-58-FC64_batchid1_0.01uM_24h up,9998837,9998837,up,6
9998837_BE-58-FC64_batchid1_0.01uM_24h down,9998837,9998837,down,12
9906282_DC-17-EL33_batchid1_0.01uM_24h up,9906282,9906282,up,5
9906282_DC-17-EL33_batchid1_0.01uM_24h down,9906282,9906282,down,8
Tram-34_BA-16-GI09_batchid1_0.01uM_24h up,Tram-34,656734,up,126
Tram-34_BA-16-GI09_batchid1_0.01uM_24h down,Tram-34,656734,down,25
Ramatroban_DB-36-TR95_batchid1_0.01uM_24h up,Ramatroban,123879,up,11
Cordycepin_EC-56-YK73_batchid1_0.01uM_24h up,Cordycepin,6303,up,6
SD-208_AA-86-YV75_batchid1_0.01uM_24h up,SD-208,10316032,up,159
SD-208_AA-86-YV75_batchid1_0.01uM_24h down,SD-208,10316032,down,45
59291822_AB-04-NN16_batchid1_0.01uM_24h up,59291822,59291822,up,333
59291822_AB-04-NN16_batchid1_0.01uM_24h down,59291822,59291822,down,644
24739761_AE-66-YB82_batchid1_0.01uM_24h up,24739761,24739761,up,219
24739761_AE-66-YB82_batchid1_0.01uM_24h down,24739761,24739761,down,68
59317685_AE-94-OX50_batchid1_0.01uM_24h up,59317685,59317685,up,94
59317685_AE-94-OX50_batchid1_0.01uM_24h down,59317685,59317685,down,34
Pexacerfont_IA-37-FR87_batchid1_0.01uM_24h up,Pexacerfont,9884366,up,138
Pexacerfont_IA-37-FR87_batchid1_0.01uM_24h down,Pexacerfont,9884366,down,37
44234515_VE-59-SD17_batchid1_0.01uM_24h up,44234515,44234515,up,97
44234515_VE-59-SD17_batchid1_0.01uM_24h down,44234515,44234515,down,22
11717831_VF-12-MF80_batchid1_0.01uM_24h up,11717831,11717831,up,8
11717831_VF-12-MF80_batchid1_0.01uM_24h down,11717831,11717831,down,5
Treprostinil_BC-70-BH47_batchid1_0.01uM_24h up,Treprostinil,6918140,up,109
Treprostinil_BC-70-BH47_batchid1_0.01uM_24h down,Treprostinil,6918140,down,42
Camicinal_HE-29-OW54_batchid1_0.01uM_24h up,Camicinal,15984937,up,12
Camicinal_HE-29-OW54_batchid1_0.01uM_24h down,Camicinal,15984937,down,78
Denufosol_FE-94-WT30_batchid1_0.01uM_24h up,Denufosol,9875516,up,50
Denufosol_FE-94-WT30_batchid1_0.01uM_24h down,Denufosol,9875516,down,32
90645460_BA-51-DL54_batchid1_0.01uM_24h up,90645460,90645460,up,10
5067281_TD-36-JP74_batchid1_0.01uM_24h up,5067281,5067281,up,14
Sar7334_DC-49-EJ23_batchid1_0.01uM_24h up,Sar7334,53378752,up,8
Sar7334_DC-49-EJ23_batchid1_0.01uM_24h down,Sar7334,53378752,down,19
11517212_GA-16-IU17_batchid1_0.01uM_24h up,11517212,11517212,up,288
11517212_GA-16-IU17_batchid1_0.01uM_24h down,11517212,11517212,down,62
Bz(4-Br)-Phe-Val-Tyr-Lys(Me3)-Ser-Glu-NH2_LE-80-QM43_batchid1_0.01uM_24h down,Bz(4-Br)-Phe-Val-Tyr-Lys(Me3)-Ser-Glu-NH2,146680928,down,10
121232405_JD-87-MR82_batchid1_0.01uM_24h up,121232405,121232405,up,254
121232405_JD-87-MR82_batchid1_0.01uM_24h down,121232405,121232405,down,108
146680953_HD-51-KD29_batchid1_0.01uM_24h up,146680953,146680953,up,36
146680953_HD-51-KD29_batchid1_0.01uM_24h down,146680953,146680953,down,82
25023785_BB-48-VW67_batchid1_0.01uM_24h up,25023785,25023785,up,58
25023785_BB-48-VW67_batchid1_0.01uM_24h down,25023785,25023785,down,11
S-(2-boronoethyl)-L-cysteine_DE-85-DO61_batchid1_0.01uM_24h up,S-(2-boronoethyl)-L-cysteine,9877608,up,22
S-(2-boronoethyl)-L-cysteine_DE-85-DO61_batchid1_0.01uM_24h down,S-(2-boronoethyl)-L-cysteine,9877608,down,5
Unc3866_FE-92-ZL16_batchid1_0.01uM_24h down,Unc3866,101043861,down,11
11492761_BB-11-XO81_batchid1_0.01uM_24h up,11492761,11492761,up,5
Idronoxil_JB-14-ZM03_batchid1_0.01uM_24h up,Idronoxil,219100,up,165
Idronoxil_JB-14-ZM03_batchid1_0.01uM_24h down,Idronoxil,219100,down,26
122181886_OC-56-RM62_batchid1_0.01uM_24h up,122181886,122181886,up,34
122181886_OC-56-RM62_batchid1_0.01uM_24h down,122181886,122181886,down,5
Levosimendan_IF-31-RN78_batchid1_0.01uM_24h up,Levosimendan,3033825,up,65
Levosimendan_IF-31-RN78_batchid1_0.01uM_24h down,Levosimendan,3033825,down,118
CP-122721_ED-87-UE76_batchid1_0.01uM_24h up,CP-122721,9821217,up,6
Rofecoxib_DB-47-EV77_batchid1_0.01uM_24h up,Rofecoxib,5090,up,8
Cambridge id 5572089_BF-00-PE90_batchid1_0.01uM_24h up,Cambridge id 5572089,870301,up,424
Cambridge id 5572089_BF-00-PE90_batchid1_0.01uM_24h down,Cambridge id 5572089,870301,down,423
Perhexiline_AD-54-FG24_batchid1_0.01uM_24h up,Perhexiline,4746,up,188
Perhexiline_AD-54-FG24_batchid1_0.01uM_24h down,Perhexiline,4746,down,77
2859799_XA-36-WV33_batchid1_0.01uM_24h up,2859799,2859799,up,170
2859799_XA-36-WV33_batchid1_0.01uM_24h down,2859799,2859799,down,50
Vinaxanthone_IA-48-KI53_batchid1_0.01uM_24h up,Vinaxanthone,5487402,up,281
Vinaxanthone_IA-48-KI53_batchid1_0.01uM_24h down,Vinaxanthone,5487402,down,111
115348_AB-15-XR48_batchid1_0.01uM_24h up,115348,115348,up,44
115348_AB-15-XR48_batchid1_0.01uM_24h down,115348,115348,down,5
10679092_EF-92-OO68_batchid1_0.01uM_24h up,10679092,10679092,up,51
10679092_EF-92-OO68_batchid1_0.01uM_24h down,10679092,10679092,down,83
73603314_HB-06-WU12_batchid1_0.01uM_24h up,73603314,73603314,up,159
73603314_HB-06-WU12_batchid1_0.01uM_24h down,73603314,73603314,down,441
5311276_MB-93-BH38_batchid1_0.01uM_24h up,5311276,5311276,up,6
5311276_MB-93-BH38_batchid1_0.01uM_24h down,5311276,5311276,down,8
15541832_YA-44-LW45_batchid1_0.01uM_24h up,15541832,15541832,up,6
11755040_GE-68-FZ64_batchid1_0.01uM_24h up,11755040,11755040,up,7
Dexamethasone_RB-80-RO52_batchid1_0.01uM_24h up,Dexamethasone,5743,up,300
Dexamethasone_RB-80-RO52_batchid1_0.01uM_24h down,Dexamethasone,5743,down,103
118988431_ZE-11-PR61_batchid1_0.01uM_24h up,118988431,118988431,up,28
118988431_ZE-11-PR61_batchid1_0.01uM_24h down,118988431,118988431,down,14
Hydrochlorothiazide_BE-67-QZ92_batchid1_0.01uM_24h up,Hydrochlorothiazide,3639,up,137
Hydrochlorothiazide_BE-67-QZ92_batchid1_0.01uM_24h down,Hydrochlorothiazide,3639,down,65
Yohimbine_ED-98-UI13_batchid1_0.01uM_24h up,Yohimbine,8969,up,131
Yohimbine_ED-98-UI13_batchid1_0.01uM_24h down,Yohimbine,8969,down,49
Diacetoxyscirpenol_GC-04-UF36_batchid1_0.01uM_24h up,Diacetoxyscirpenol,15571694,up,1514
Diacetoxyscirpenol_GC-04-UF36_batchid1_0.01uM_24h down,Diacetoxyscirpenol,15571694,down,1185
Valproic Acid_BE-68-LK29_batchid1_0.01uM_24h up,Valproic Acid,3121,up,9
Valproic Acid_BE-68-LK29_batchid1_0.01uM_24h down,Valproic Acid,3121,down,5
Fluoxetine_CC-84-QJ26_batchid1_0.01uM_24h up,Fluoxetine,3386,up,9
Fluoxetine_CC-84-QJ26_batchid1_0.01uM_24h down,Fluoxetine,3386,down,10
Citalopram_AB-73-SW45_batchid1_0.01uM_24h up,Citalopram,2771,up,92
Citalopram_AB-73-SW45_batchid1_0.01uM_24h down,Citalopram,2771,down,13
21553132_EC-95-BQ25_batchid1_0.01uM_24h up,21553132,21553132,up,132
21553132_EC-95-BQ25_batchid1_0.01uM_24h down,21553132,21553132,down,68
Nimesulide_BE-18-EM88_batchid1_0.01uM_24h up,Nimesulide,4495,up,11
9839356_OD-28-MX63_batchid1_0.01uM_24h up,9839356,9839356,up,99
9839356_OD-28-MX63_batchid1_0.01uM_24h down,9839356,9839356,down,72
Diazoxide_AF-33-GW65_batchid1_0.01uM_24h up,Diazoxide,3019,up,26
Diazoxide_AF-33-GW65_batchid1_0.01uM_24h down,Diazoxide,3019,down,8
3-Octadecyloxy-2-methoxypropylphosphonocholine_YB-79-DM48_batchid1_0.01uM_24h up,3-Octadecyloxy-2-methoxypropylphosphonocholine,1393,up,275
3-Octadecyloxy-2-methoxypropylphosphonocholine_YB-79-DM48_batchid1_0.01uM_24h down,3-Octadecyloxy-2-methoxypropylphosphonocholine,1393,down,127
Detrothyronine_AA-94-OG89_batchid1_0.01uM_24h up,Detrothyronine,71212,up,27
2-Amino-4-phosphonobutyric acid_AF-65-CU85_batchid1_0.01uM_24h up,2-Amino-4-phosphonobutyric acid,2207,up,168
2-Amino-4-phosphonobutyric acid_AF-65-CU85_batchid1_0.01uM_24h down,2-Amino-4-phosphonobutyric acid,2207,down,46
Hyoscyamine_AE-43-WW30_batchid1_0.01uM_24h up,Hyoscyamine,3661,up,19
Pioglitazone_DB-51-UO66_batchid1_0.01uM_24h up,Pioglitazone,4829,up,9
Pioglitazone_DB-51-UO66_batchid1_0.01uM_24h down,Pioglitazone,4829,down,7
Droxidopa_BB-14-KA05_batchid1_0.01uM_24h up,Droxidopa,92974,up,17
Droxidopa_BB-14-KA05_batchid1_0.01uM_24h down,Droxidopa,92974,down,6
Guanfacine_FF-90-JK74_batchid1_0.01uM_24h up,Guanfacine,3519,up,11
Guanfacine_FF-90-JK74_batchid1_0.01uM_24h down,Guanfacine,3519,down,25
Tiospirone_OA-10-PB21_batchid1_0.01uM_24h up,Tiospirone,55752,up,233
Tiospirone_OA-10-PB21_batchid1_0.01uM_24h down,Tiospirone,55752,down,114
Vesnarinone_AB-44-GQ28_batchid1_0.01uM_24h up,Vesnarinone,5663,up,36
Vesnarinone_AB-44-GQ28_batchid1_0.01uM_24h down,Vesnarinone,5663,down,13
Doxofylline_DA-19-JA87_batchid1_0.01uM_24h up,Doxofylline,50942,up,7
Doxofylline_DA-19-JA87_batchid1_0.01uM_24h down,Doxofylline,50942,down,17
Cirazoline_CD-47-YL43_batchid1_0.01uM_24h up,Cirazoline,2765,up,19
Cirazoline_CD-47-YL43_batchid1_0.01uM_24h down,Cirazoline,2765,down,13
Bmy-14802_GB-90-UG49_batchid1_0.01uM_24h up,Bmy-14802,108046,up,49
Bmy-14802_GB-90-UG49_batchid1_0.01uM_24h down,Bmy-14802,108046,down,16
Abanoquil_EB-44-GM58_batchid1_0.01uM_24h up,Abanoquil,164089,up,62
Abanoquil_EB-44-GM58_batchid1_0.01uM_24h down,Abanoquil,164089,down,22
Denbufylline_DF-75-MR73_batchid1_0.01uM_24h up,Denbufylline,2984,up,66
Denbufylline_DF-75-MR73_batchid1_0.01uM_24h down,Denbufylline,2984,down,17
Donepezil_AF-72-PP21_batchid1_0.01uM_24h up,Donepezil,3152,up,36
Donepezil_AF-72-PP21_batchid1_0.01uM_24h down,Donepezil,3152,down,17
LL-Z 1271alpha_YA-92-YO01_batchid1_0.01uM_24h up,LL-Z 1271alpha,301929,up,11
LL-Z 1271alpha_YA-92-YO01_batchid1_0.01uM_24h down,LL-Z 1271alpha,301929,down,12
Pivagabine_CB-44-RT90_batchid1_0.01uM_24h up,Pivagabine,68888,up,16
Pivagabine_CB-44-RT90_batchid1_0.01uM_24h down,Pivagabine,68888,down,10
132904_NA-22-BX39_batchid1_0.01uM_24h up,132904,132904,up,37
132904_NA-22-BX39_batchid1_0.01uM_24h down,132904,132904,down,6
11279578_KC-43-HY29_batchid1_0.01uM_24h down,11279578,11279578,down,7
9819930_AB-71-NB55_batchid1_0.01uM_24h up,9819930,9819930,up,32
9819930_AB-71-NB55_batchid1_0.01uM_24h down,9819930,9819930,down,19
15234003_EE-78-ES92_batchid1_0.01uM_24h up,15234003,15234003,up,9
Clioquinol_AA-86-YY62_batchid1_0.01uM_24h up,Clioquinol,2788,up,236
Clioquinol_AA-86-YY62_batchid1_0.01uM_24h down,Clioquinol,2788,down,731
Enoxolone_BE-86-FY67_batchid1_0.01uM_24h up,Enoxolone,10114,up,52
Enoxolone_BE-86-FY67_batchid1_0.01uM_24h down,Enoxolone,10114,down,43
10544075_YA-00-OG62_batchid1_0.01uM_24h up,10544075,10544075,up,8
FK-1706_BD-69-YD09_batchid1_0.01uM_24h up,FK-1706,9811140,up,45
FK-1706_BD-69-YD09_batchid1_0.01uM_24h down,FK-1706,9811140,down,17
Plerixafor_JB-14-TF61_batchid1_0.01uM_24h up,Plerixafor,65015,up,380
Plerixafor_JB-14-TF61_batchid1_0.01uM_24h down,Plerixafor,65015,down,300
Emate_KE-93-TR02_batchid1_0.01uM_24h up,Emate,127676,up,88
Emate_KE-93-TR02_batchid1_0.01uM_24h down,Emate,127676,down,17
10462411_PB-13-ZD03_batchid1_0.01uM_24h up,10462411,10462411,up,11
Cetilistat_LB-54-MZ19_batchid1_0.01uM_24h up,Cetilistat,9952916,up,41
Cetilistat_LB-54-MZ19_batchid1_0.01uM_24h down,Cetilistat,9952916,down,30
N-[2-(3-chlorophenyl)ethyl]guanidine_OC-53-QX76_batchid1_0.01uM_24h up,N-[2-(3-chlorophenyl)ethyl]guanidine,44287807,up,21
N-[2-(3-chlorophenyl)ethyl]guanidine_OC-53-QX76_batchid1_0.01uM_24h down,N-[2-(3-chlorophenyl)ethyl]guanidine,44287807,down,6
Thymol_IB-87-IU44_batchid10_0.1uM_24h up,Thymol,6989,up,51
Thymol_IB-87-IU44_batchid10_0.1uM_24h down,Thymol,6989,down,38
"4,4'-Dimethoxybenzil_CA-96-UO48_batchid10_0.1uM_24h up","4,4'-Dimethoxybenzil",71043,up,175
"4,4'-Dimethoxybenzil_CA-96-UO48_batchid10_0.1uM_24h down","4,4'-Dimethoxybenzil",71043,down,328
988563_GD-71-OU80_batchid10_0.1uM_24h up,988563,988563,up,23
10744246_EA-32-CY22_batchid10_0.1uM_24h up,10744246,10744246,up,101
10744246_EA-32-CY22_batchid10_0.1uM_24h down,10744246,10744246,down,138
Halobetasol Propionate_BD-62-ZF67_batchid10_0.1uM_24h up,Halobetasol Propionate,6918178,up,76
Halobetasol Propionate_BD-62-ZF67_batchid10_0.1uM_24h down,Halobetasol Propionate,6918178,down,53
Tramiprosate_EA-25-VD74_batchid10_0.1uM_24h up,Tramiprosate,1646,up,80
Tramiprosate_EA-25-VD74_batchid10_0.1uM_24h down,Tramiprosate,1646,down,53
Gliclazide_EB-90-BR21_batchid10_0.1uM_24h up,Gliclazide,3475,up,64
Gliclazide_EB-90-BR21_batchid10_0.1uM_24h down,Gliclazide,3475,down,11
Metolazone_AA-59-HG56_batchid10_0.1uM_24h up,Metolazone,4170,up,253
Metolazone_AA-59-HG56_batchid10_0.1uM_24h down,Metolazone,4170,down,241
_KA-73-PR92_batchid10_0.1uM_24h up,,,up,61
_KA-73-PR92_batchid10_0.1uM_24h down,,,down,16
N-Tosyl-L-phenylalanyl chloromethyl ketone_CB-44-FA25_batchid10_0.1uM_24h up,N-Tosyl-L-phenylalanyl chloromethyl ketone,439647,up,69
N-Tosyl-L-phenylalanyl chloromethyl ketone_CB-44-FA25_batchid10_0.1uM_24h down,N-Tosyl-L-phenylalanyl chloromethyl ketone,439647,down,47
Eflornithine_DD-55-AU25_batchid10_0.1uM_24h up,Eflornithine,3009,up,147
Eflornithine_DD-55-AU25_batchid10_0.1uM_24h down,Eflornithine,3009,down,63
Benzamil_GC-08-VP20_batchid10_0.1uM_24h up,Benzamil,108107,up,251
Benzamil_GC-08-VP20_batchid10_0.1uM_24h down,Benzamil,108107,down,204
Zafirlukast_AB-96-JV50_batchid10_0.1uM_24h up,Zafirlukast,5717,up,143
Zafirlukast_AB-96-JV50_batchid10_0.1uM_24h down,Zafirlukast,5717,down,61
5327655_AB-80-CK34_batchid10_0.1uM_24h up,5327655,5327655,up,80
5327655_AB-80-CK34_batchid10_0.1uM_24h down,5327655,5327655,down,123
11561462_CE-04-HT15_batchid10_0.1uM_24h up,11561462,11561462,up,136
11561462_CE-04-HT15_batchid10_0.1uM_24h down,11561462,11561462,down,174
